format	definitions	instances	example
phonenumber	1	1	https://api.swaggerhub.com/apis/badbod99/LMS-Mobile-API/1.0.0.0
positive integer	1	3	https://api.swaggerhub.com/apis/daljian/ErrorCodeMapping/1.0.0
precision	1	1	https://api.swaggerhub.com/apis/thehe/SalesViewer/1.0.0
readonly	1	2	https://api.swaggerhub.com/apis/dengit/Curriculum/3.1.1
referenced capability ID	1	1	https://api.swaggerhub.com/apis/shirisha/CapabilityTest/1.0.0
regexp	1	1	https://api.swaggerhub.com/apis/ponelat/ALotOfDotComs/0.0.2
relative URL to mapping	1	1	https://api.swaggerhub.com/apis/daljian/ErrorCodeMapping/1.0.0
rgb	1	1	https://api.swaggerhub.com/apis/repitch/Croco/1.0.0
selector	1	4	https://api.swaggerhub.com/apis/wuxiuchao/VPC-SBI/0.1.0a
serial	1	1	https://api.swaggerhub.com/apis/benscoterbk/getProgramByLoc/1.0.0
sha1	1	5	https://api.swaggerhub.com/apis/pekebuda/test/1
short-date	1	1	https://api.swaggerhub.com/apis/pchipman/SmallGroupEnrollment/1.0.0
sid	1	19	https://api.swaggerhub.com/apis/chris.carter/2015.10/1.0.0
smallint	1	1	https://api.swaggerhub.com/apis/stafot/ExchangeRates/0.1
softwared.d	1	1	https://api.swaggerhub.com/apis/dvjunior/ocs-inventory-api/1.0.0
station	1	4	https://api.swaggerhub.com/apis/h0rnyc0rny/Test/1.0.0
strin	1	1	https://api.swaggerhub.com/apis/Colbap/Liveboards/1.0.0
string(20)	1	4	https://api.swaggerhub.com/apis/pasavvas/HEWI/0.0.1
string(30)	1	1	https://api.swaggerhub.com/apis/pasavvas/HEWI/0.0.1
string-time	1	3	https://api.swaggerhub.com/apis/timhilco/UdpPersons/1.0.0
stringt	1	1	https://api.swaggerhub.com/apis/continuumsecurity/IriusRisk/1
success	1	1	https://api.swaggerhub.com/apis/davidboy/ChoirMaster/0.0.2
svg	1	1	https://api.swaggerhub.com/apis/nuge88/maps-4_news_api/0.1
tel	1	2	https://api.swaggerhub.com/apis/aspdoctor/web-api/0.1.0
text/plain	1	2	https://api.swaggerhub.com/apis/Vagas3D/vagas3d-api/1.0.0
time (RFC-3339-like)	1	2	https://api.swaggerhub.com/apis/Flox06/noogat-api/1.0.0
time-bucket	1	2	https://api.swaggerhub.com/apis/chris.carter/2015.10/1.0.0
time-data	1	1	https://api.swaggerhub.com/apis/dejwoo/ECN/0.0.1
time-date	1	3	https://api.swaggerhub.com/apis/dejwoo/ECN/0.0.1
time-only	1	3	https://api.swaggerhub.com/apis/ZiNETHQ/SimpleUK/2.0
timestamp with time zone	1	4	https://api.swaggerhub.com/apis/jgwerner/postg-rest_api/0.3.2.0
timestamp without time zone	1	68	https://api.swaggerhub.com/apis/jgwerner/postg-rest_api/0.3.2.0
tinyint(1)	1	5	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
token	1	1	https://api.swaggerhub.com/apis/marianosabatucciemerios/Q4P/1.0.0
true/false	1	1	https://api.swaggerhub.com/apis/grahamhardy/dxGetAbout/1.0.0
tryte	1	1	https://api.swaggerhub.com/apis/davad/iota-dashboard/1.0.0
twitter handle	1	2	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
uatg	1	1	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
unicode	1	1	https://api.swaggerhub.com/apis/MaelP/ToDo/1.0.0
unique	1	4	https://api.swaggerhub.com/apis/lieroz/Joking-Hazard/1.0.0
unix time	1	1	https://api.swaggerhub.com/apis/theoldmoon0602/inspix-server/1.0.0
unix-timestamp	1	1	https://api.swaggerhub.com/apis/hafster/DeliverIt/1.0.0
upc	1	1	https://api.swaggerhub.com/apis/benscoterbk/getProgramByLoc/1.0.0
urlToken	1	8	https://api.swaggerhub.com/apis/zerocaps/zerocaps-test1/0.0.6
user_email@host.org	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
username	1	1	https://api.swaggerhub.com/apis/zvfvrv/BeWanted/1.0.0
utf8	1	1	https://api.swaggerhub.com/apis/DibbsZA/ChainTradeAPI/1.0.0
utl	1	1	https://api.swaggerhub.com/apis/massimilianoregis/dante/1.0.0
uuid.v4	1	2	https://api.swaggerhub.com/apis/SeiyaMogami/eiyo-tool/1.0.0
uuidv4	1	5	https://api.swaggerhub.com/apis/pdok/manipulatie/0.3
uuis	1	1	https://api.swaggerhub.com/apis/gfaieta/CustomerOrder/1.0.0
valid_json	1	22	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
valid_url	1	4	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
values of CampaignStatus enumeration	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
varchar(1)	1	2	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(10)	1	2	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(100)	1	1	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(128)	1	1	https://api.swaggerhub.com/apis/murvisbit/0AuthApi/1.0.0
varchar(15)	1	2	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(20)	1	3	https://api.swaggerhub.com/apis/DeepakBhatia/Test/1.0.0.0
varchar(200)	1	1	https://api.swaggerhub.com/apis/murvisbit/Login/1.0.0
varchar(30)	1	2	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(45)	1	1	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar(70)	1	1	https://api.swaggerhub.com/apis/FabianReyesSP/rh_apis/1.0
varchar2	1	14	https://api.swaggerhub.com/apis/berniechiu/familymart_vendors/1.0.0
versionNumber	1	1	https://api.swaggerhub.com/apis/samholder/lines-service/1.4.0
x.x.x.x	1	1	https://api.swaggerhub.com/apis/sylphlin/host_status/1.0.0
xml	1	1	https://api.swaggerhub.com/apis/ihartney/oracle-commerce_cloud_service_17_1/2017.02.14
xxx	1	1	https://api.swaggerhub.com/apis/kaysid/Consumption_Framework/1.0.0
xxxx	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
xxxx-xx-xx	1	2	https://api.swaggerhub.com/apis/slallana/histogram-api/1.0
y-m-d	1	3	https://api.swaggerhub.com/apis/reine/Lanetalk/1.0.0
year	1	1	https://api.swaggerhub.com/apis/nksoff/cherry-pick-project-api/0.1.0
year-month-day hout:minute:seconds	1	1	https://api.swaggerhub.com/apis/asikranjm/Playos_Connect/1.0.0
yes	1	1	https://api.swaggerhub.com/apis/bhaskarvyas001/OnlineXpress/1.0.0
yourmail@hostmail.com	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
yyyy, yyyy-mm, yyyy-mm-dd	1	1	https://api.swaggerhub.com/apis/GatoPresto/credit-the_americas_management_api_mapi/1.0.0-b
yyyy-MM-dd	1	1	https://api.swaggerhub.com/apis/cyoungmark/LAPI/1.0
yyyy-MM-dd HH:mm	1	1	https://api.swaggerhub.com/apis/duskov/JIMS/1.0.0
yyyy-MM-dd'T'HH:mm:ss.SSSZ	1	2	https://api.swaggerhub.com/apis/himapratap/AAP/1.0.0
yyyy-mm-dd HH:mm:ss	1	2	D:\nodejs\analysis\swaggerhub\kvarts+test@1.0.0.yaml
yyyyMMddThhmmss	1	1	https://api.swaggerhub.com/apis/dolice/Parts/1.0.0
yyyymmdd	1	3	https://api.swaggerhub.com/apis/bart.goormans/tct_selligent_customer/1.0.0
zip	1	1	https://api.swaggerhub.com/apis/anandhi/document_signer_service/1.0.0
Великолепно	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Москва	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Россия	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Строка, длиной он 0 до 127	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
